url,favs_lognorm
https://habrahabr.ru/post/314080/,0.43425049063144333
https://habrahabr.ru/company/plesk/blog/313732/,-1.0926343618469658
https://habrahabr.ru/company/etagi/blog/314000/,0.6553104956745602
https://habrahabr.ru/company/knopka/blog/314030/,0.5182672422119636
https://geektimes.ru/company/audiomania/blog/282058/,1.1504318993847997
https://habrahabr.ru/company/pechkin/blog/314066/,0.2789530426867165
https://habrahabr.ru/company/first/blog/314106/,0.5378282156494671
https://habrahabr.ru/company/vasexperts/blog/313558/,0.23312224780670512
https://habrahabr.ru/post/314108/,1.659306292501575
https://habrahabr.ru/company/cbs/blog/313830/,0.23726818594278248
https://habrahabr.ru/company/jugru/blog/313908/,0.22599034071910745
https://habrahabr.ru/post/314110/,0.3632433760439284
https://habrahabr.ru/company/pt/blog/314112/,0.021284186250632386
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07492402588752467
https://habrahabr.ru/post/314114/,0.7995936957965597
https://habrahabr.ru/post/314118/,1.3123356405717148
https://habrahabr.ru/post/314122/,0.5278471826099341
https://geektimes.ru/company/dadget/blog/281786/,0.12149263719209974
https://habrahabr.ru/company/kickidler/blog/314042/,-0.4461459878679724
https://habrahabr.ru/company/it-grad/blog/312042/,-0.1124354483079687
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24533809597720174
https://habrahabr.ru/post/314126/,-0.6484430698749
https://habrahabr.ru/post/313966/,0.43683717228024393
https://habrahabr.ru/company/piter/blog/314120/,0.46062604637602034
https://geektimes.ru/post/282094/,0.14739628477275657
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3317041429541511
https://habrahabr.ru/company/ru_mts/blog/314134/,0.3653326421319488
https://habrahabr.ru/post/314028/,0.6587589979539129
https://habrahabr.ru/post/314136/,-0.16530433778430892
https://habrahabr.ru/post/313904/,0.3003620315364827
https://habrahabr.ru/post/314140/,0.5791343037164767
https://habrahabr.ru/company/acronis/blog/309688/,-0.009752505220166685
https://geektimes.ru/post/282096/,-0.41101702748768404
https://habrahabr.ru/post/314142/,0.06471818037059851
https://habrahabr.ru/company/ivideon/blog/314138/,0.19763782108332506
https://geektimes.ru/post/282104/,0.3321673398323214
https://geektimes.ru/post/282102/,-0.29598925925690106
https://geektimes.ru/post/282016/,-0.0725146228687521
https://geektimes.ru/company/piter/blog/282106/,0.3229335048731893
https://habrahabr.ru/post/314150/,0.2846878216810867
https://habrahabr.ru/company/mailru/blog/313880/,1.2641879805118192
https://geektimes.ru/company/comfortway/blog/282108/,-0.09931957621782594
